Section,Day,Time,TimeSlot,Subject,SubjectName,Teacher,TeacherName,Room,RoomType,ActivityType,Scheme,WeeklyHours,BlockLocation
SEC32,Wed,02:03,Wed_02_03,A001,"T&NM",T153,"Prof_CB",Block-17-Room-13,Classroom,THEORY,A,4,campus-17-class
SEC32,Wed,03:04,Wed_03_04,A005,"E.Mech",T104,"Prof_E",Block-17-Room-13,Classroom,THEORY,A,2,campus-17-class
SEC32,Thu,10:11,Thu_10_11,A006,"BEE",T102,"Prof_C",Block-17-Room-13,Classroom,THEORY,A,2,campus-17-class
SEC32,Thu,11:12,Thu_11_12,A002,"Chem",T190,"Prof_DM",Block-17-Room-13,Classroom,THEORY,A,3,campus-17-class
SEC32,Thu,12:01,Thu_12_01,A001,"T&NM",T162,"Prof_CK",Block-17-Room-13,Classroom,THEORY,A,4,campus-17-class
SEC32,Thu,02:03,Thu_02_03,A007,"  BEtc ./E.Mech. Lab",T165,"Prof_CN",Block-A-Lab-09,Lab,LAB,A,1,a-dl-lab
SEC32,Thu,03:04,Thu_03_04,A002,"Chem",T100,"Prof_A",Block-17-Room-13,Classroom,THEORY,A,3,campus-17-class
SEC32,Fri,10:11,Fri_10_11,A001,"T&NM",T108,"Prof_I",Block-17-Room-13,Classroom,THEORY,A,4,campus-17-class
SEC33,Mon,09:10,Mon_09_10,ELECTIVE,"Elective",ELT_COORD_A,"Elective Coordinator A",Block-17-Multi-14,Multi-Purpose,Elective,A,2,campus-17-class
SEC33,Tue,09:10,Tue_09_10,ELECTIVE,"Elective",ELT_COORD_A,"Elective Coordinator A",Block-17-Multi-14,Multi-Purpose,Elective,A,2,campus-17-class
SEC33,Wed,09:10,Wed_09_10,ELECTIVE,"Elective",ELT_COORD_A,"Elective Coordinator A",Block-17-Multi-14,Multi-Purpose,Elective,A,2,campus-17-class
SEC33,Thu,09:10,Thu_09_10,ELECTIVE,"Elective",ELT_COORD_A,"Elective Coordinator A",Block-17-Multi-14,Multi-Purpose,Elective,A,2,campus-17-class
SEC33,Fri,09:10,Fri_09_10,ELECTIVE,"Elective",ELT_COORD_A,"Elective Coordinator A",Block-17-Multi-14,Multi-Purpose,Elective,A,2,campus-17-class
SEC33,Mon,10:11,Mon_10_11,A009,"Workshop",T139,"Prof_BN",Block-B-Lab-01,Lab,LAB,A,1,b-wl-lab
SEC33,Mon,11:12,Mon_11_12,A003,"Eng.",T184,"Prof_DG",Block-17-Room-14,Classroom,THEORY,A,2,campus-17-class
SEC33,Mon,12:01,Mon_12_01,A001,"T&NM",T108,"Prof_I",Block-17-Room-14,Classroom,THEORY,A,4,campus-17-class
SEC33,Mon,02:03,Mon_02_03,A006,"BEE",T184,"Prof_DG",Block-17-Room-14,Classroom,THEORY,A,2,campus-17-class
SEC33,Mon,03:04,Mon_03_04,A008,"Engg. Lab",T182,"Prof_DE",Block-B-Lab-05,Lab,LAB,A,1,b-wl-lab
SEC33,Tue,10:11,Tue_10_11,A002,"Chem",T150,"Prof_BY",Block-17-Room-14,Classroom,THEORY,A,3,campus-17-class
SEC33,Tue,11:12,Tue_11_12,A010,"SY",T119,"Prof_T",Block-B-Lab-07,Lab,LAB,A,1,b-wl-lab
SEC33,Tue,12:01,Tue_12_01,A012,"Chem. Lab",T103,"Prof_D",Block-B-Lab-08,Lab,LAB,A,1,b-wl-lab
SEC33,Tue,02:03,Tue_02_03,A004,"B. Etc.",T102,"Prof_C",Block-17-Room-14,Classroom,THEORY,A,2,campus-17-class
SEC33,Tue,03:04,Tue_03_04,A004,"B. Etc.",T102,"Prof_C",Block-17-Room-14,Classroom,THEORY,A,2,campus-17-class
SEC33,Wed,10:11,Wed_10_11,A001,"T&NM",T108,"Prof_I",Block-17-Room-14,Classroom,THEORY,A,4,campus-17-class
SEC33,Wed,11:12,Wed_11_12,A005,"E.Mech",T172,"Prof_CU",Block-17-Room-14,Classroom,THEORY,A,2,campus-17-class
SEC33,Wed,12:01,Wed_12_01,A003,"Eng.",T163,"Prof_CL",Block-17-Room-14,Classroom,THEORY,A,2,campus-17-class
SEC33,Wed,02:03,Wed_02_03,A001,"T&NM",T162,"Prof_CK",Block-17-Room-14,Classroom,THEORY,A,4,campus-17-class
SEC33,Wed,03:04,Wed_03_04,A006,"BEE",T186,"Prof_DI",Block-17-Room-14,Classroom,THEORY,A,2,campus-17-class
SEC33,Thu,10:11,Thu_10_11,A001,"T&NM",T108,"Prof_I",Block-17-Room-14,Classroom,THEORY,A,4,campus-17-class
SEC33,Thu,11:12,Thu_11_12,A002,"Chem",T198,"Prof_DU",Block-17-Room-14,Classroom,THEORY,A,3,campus-17-class
SEC33,Thu,12:01,Thu_12_01,A005,"E.Mech",T104,"Prof_E",Block-17-Room-14,Classroom,THEORY,A,2,campus-17-class
SEC33,Thu,02:03,Thu_02_03,A011,"Comm. Lab",T111,"Prof_L",Block-B-Lab-09,Lab,LAB,A,1,b-wl-lab
SEC33,Thu,03:04,Thu_03_04,A002,"Chem",T100,"Prof_A",Block-17-Room-14,Classroom,THEORY,A,3,campus-17-class
SEC33,Fri,10:11,Fri_10_11,A007,"  BEtc ./E.Mech. Lab",T100,"Prof_A",Block-B-Lab-01,Lab,LAB,A,1,b-wl-lab
SEC34,Mon,09:10,Mon_09_10,ELECTIVE,"Elective",ELT_COORD_A,"Elective Coordinator A",Block-17-Multi-15,Multi-Purpose,Elective,A,2,campus-17-class
SEC34,Tue,09:10,Tue_09_10,ELECTIVE,"Elective",ELT_COORD_A,"Elective Coordinator A",Block-17-Multi-15,Multi-Purpose,Elective,A,2,campus-17-class
SEC34,Wed,09:10,Wed_09_10,ELECTIVE,"Elective",ELT_COORD_A,"Elective Coordinator A",Block-17-Multi-15,Multi-Purpose,Elective,A,2,campus-17-class
SEC34,Thu,09:10,Thu_09_10,ELECTIVE,"Elective",ELT_COORD_A,"Elective Coordinator A",Block-17-Multi-15,Multi-Purpose,Elective,A,2,campus-17-class
SEC34,Fri,09:10,Fri_09_10,ELECTIVE,"Elective",ELT_COORD_A,"Elective Coordinator A",Block-17-Multi-15,Multi-Purpose,Elective,A,2,campus-17-class
SEC34,Mon,10:11,Mon_10_11,A001,"T&NM",T108,"Prof_I",Block-17-Room-15,Classroom,THEORY,A,4,campus-17-class
SEC34,Mon,11:12,Mon_11_12,A001,"T&NM",T108,"Prof_I",Block-17-Room-15,Classroom,THEORY,A,4,campus-17-class
SEC34,Mon,12:01,Mon_12_01,A011,"Comm. Lab",T103,"Prof_D",Block-C-Lab-03,Lab,LAB,A,1,c-wl-lab
SEC34,Mon,02:03,Mon_02_03,A003,"Eng.",T114,"Prof_O",Block-17-Room-15,Classroom,THEORY,A,2,campus-17-class
SEC34,Mon,03:04,Mon_03_04,A008,"Engg. Lab",T104,"Prof_E",Block-C-Lab-05,Lab,LAB,A,1,c-wl-lab
SEC34,Tue,10:11,Tue_10_11,A005,"E.Mech",T104,"Prof_E",Block-17-Room-15,Classroom,THEORY,A,2,campus-17-class
SEC34,Tue,11:12,Tue_11_12,A010,"SY",T163,"Prof_CL",Block-C-Lab-07,Lab,LAB,A,1,c-wl-lab
SEC34,Tue,12:01,Tue_12_01,A006,"BEE",T195,"Prof_DR",Block-17-Room-15,Classroom,THEORY,A,2,campus-17-class
SEC34,Tue,02:03,Tue_02_03,A005,"E.Mech",T104,"Prof_E",Block-17-Room-15,Classroom,THEORY,A,2,campus-17-class
SEC34,Tue,03:04,Tue_03_04,A002,"Chem",T174,"Prof_CW",Block-17-Room-15,Classroom,THEORY,A,3,campus-17-class
SEC34,Wed,10:11,Wed_10_11,A002,"Chem",T100,"Prof_A",Block-17-Room-15,Classroom,THEORY,A,3,campus-17-class
SEC34,Wed,11:12,Wed_11_12,A004,"B. Etc.",T102,"Prof_C",Block-17-Room-15,Classroom,THEORY,A,2,campus-17-class
SEC34,Wed,12:01,Wed_12_01,A001,"T&NM",T108,"Prof_I",Block-17-Room-15,Classroom,THEORY,A,4,campus-17-class
SEC34,Wed,02:03,Wed_02_03,A004,"B. Etc.",T171,"Prof_CT",Block-17-Room-15,Classroom,THEORY,A,2,campus-17-class
SEC34,Wed,03:04,Wed_03_04,A012,"Chem. Lab",T103,"Prof_D",Block-C-Lab-05,Lab,LAB,A,1,c-wl-lab
SEC34,Thu,10:11,Thu_10_11,A009,"Workshop",T139,"Prof_BN",Block-C-Lab-06,Lab,LAB,A,1,c-wl-lab
SEC34,Thu,11:12,Thu_11_12,A006,"BEE",T102,"Prof_C",Block-17-Room-15,Classroom,THEORY,A,2,campus-17-class
SEC34,Thu,12:01,Thu_12_01,A002,"Chem",T100,"Prof_A",Block-17-Room-15,Classroom,THEORY,A,3,campus-17-class
SEC34,Thu,02:03,Thu_02_03,A007,"  BEtc ./E.Mech. Lab",T100,"Prof_A",Block-C-Lab-09,Lab,LAB,A,1,c-wl-lab
SEC34,Thu,03:04,Thu_03_04,A001,"T&NM",T108,"Prof_I",Block-17-Room-15,Classroom,THEORY,A,4,campus-17-class
SEC34,Fri,10:11,Fri_10_11,A003,"Eng.",T101,"Prof_B",Block-17-Room-15,Classroom,THEORY,A,2,campus-17-class
SEC35,Mon,09:10,Mon_09_10,ELECTIVE,"Elective",ELT_COORD_A,"Elective Coordinator A",Block-17-Multi-16,Multi-Purpose,Elective,A,2,campus-17-class
SEC35,Tue,09:10,Tue_09_10,ELECTIVE,"Elective",ELT_COORD_A,"Elective Coordinator A",Block-17-Multi-16,Multi-Purpose,Elective,A,2,campus-17-class
SEC35,Wed,09:10,Wed_09_10,ELECTIVE,"Elective",ELT_COORD_A,"Elective Coordinator A",Block-17-Multi-16,Multi-Purpose,Elective,A,2,campus-17-class
SEC35,Thu,09:10,Thu_09_10,ELECTIVE,"Elective",ELT_COORD_A,"Elective Coordinator A",Block-17-Multi-16,Multi-Purpose,Elective,A,2,campus-17-class
SEC35,Fri,09:10,Fri_09_10,ELECTIVE,"Elective",ELT_COORD_A,"Elective Coordinator A",Block-17-Multi-16,Multi-Purpose,Elective,A,2,campus-17-class
SEC35,Mon,10:11,Mon_10_11,A009,"Workshop",T149,"Prof_BX",Block-LAB-Lab-01,Lab,LAB,A,1,lab-cam-3-lab
SEC35,Mon,11:12,Mon_11_12,A002,"Chem",T100,"Prof_A",Block-17-Room-16,Classroom,THEORY,A,3,campus-17-class
SEC35,Mon,12:01,Mon_12_01,A003,"Eng.",T163,"Prof_CL",Block-17-Room-16,Classroom,THEORY,A,2,campus-17-class
SEC35,Mon,02:03,Mon_02_03,A005,"E.Mech",T172,"Prof_CU",Block-17-Room-16,Classroom,THEORY,A,2,campus-17-class
SEC35,Mon,03:04,Mon_03_04,A004,"B. Etc.",T102,"Prof_C",Block-17-Room-16,Classroom,THEORY,A,2,campus-17-class
SEC35,Tue,10:11,Tue_10_11,A006,"BEE",T120,"Prof_U",Block-17-Room-16,Classroom,THEORY,A,2,campus-17-class
SEC35,Tue,11:12,Tue_11_12,A008,"Engg. Lab",T104,"Prof_E",Block-LAB-Lab-07,Lab,LAB,A,1,lab-cam-3-lab
SEC35,Tue,12:01,Tue_12_01,A002,"Chem",T174,"Prof_CW",Block-17-Room-16,Classroom,THEORY,A,3,campus-17-class
SEC35,Tue,02:03,Tue_02_03,A001,"T&NM",T108,"Prof_I",Block-17-Room-16,Classroom,THEORY,A,4,campus-17-class
SEC35,Tue,03:04,Tue_03_04,A003,"Eng.",T101,"Prof_B",Block-17-Room-16,Classroom,THEORY,A,2,campus-17-class
SEC35,Wed,10:11,Wed_10_11,A011,"Comm. Lab",T197,"Prof_DT",Block-LAB-Lab-01,Lab,LAB,A,1,lab-cam-3-lab
SEC35,Wed,11:12,Wed_11_12,A006,"BEE",T193,"Prof_DP",Block-17-Room-16,Classroom,THEORY,A,2,campus-17-class
SEC35,Wed,12:01,Wed_12_01,A001,"T&NM",T108,"Prof_I",Block-17-Room-16,Classroom,THEORY,A,4,campus-17-class
SEC35,Wed,02:03,Wed_02_03,A004,"B. Etc.",T195,"Prof_DR",Block-17-Room-16,Classroom,THEORY,A,2,campus-17-class
SEC35,Wed,03:04,Wed_03_04,A012,"Chem. Lab",T103,"Prof_D",Block-LAB-Lab-05,Lab,LAB,A,1,lab-cam-3-lab
SEC35,Thu,10:11,Thu_10_11,A010,"SY",T100,"Prof_A",Block-LAB-Lab-06,Lab,LAB,A,1,lab-cam-3-lab
SEC35,Thu,11:12,Thu_11_12,A005,"E.Mech",T194,"Prof_DQ",Block-17-Room-16,Classroom,THEORY,A,2,campus-17-class
SEC35,Thu,12:01,Thu_12_01,A001,"T&NM",T175,"Prof_CX",Block-17-Room-16,Classroom,THEORY,A,4,campus-17-class
SEC35,Thu,02:03,Thu_02_03,A002,"Chem",T198,"Prof_DU",Block-17-Room-16,Classroom,THEORY,A,3,campus-17-class
SEC35,Thu,03:04,Thu_03_04,A001,"T&NM",T108,"Prof_I",Block-17-Room-16,Classroom,THEORY,A,4,campus-17-class
SEC35,Fri,10:11,Fri_10_11,A007,"  BEtc ./E.Mech. Lab",T100,"Prof_A",Block-LAB-Lab-01,Lab,LAB,A,1,lab-cam-3-lab
SEC36,Mon,09:10,Mon_09_10,ELECTIVE,"Elective",ELT_COORD_A,"Elective Coordinator A",Block-17-Multi-17,Multi-Purpose,Elective,A,2,campus-17-class
SEC36,Tue,09:10,Tue_09_10,ELECTIVE,"Elective",ELT_COORD_A,"Elective Coordinator A",Block-17-Multi-17,Multi-Purpose,Elective,A,2,campus-17-class
SEC36,Wed,09:10,Wed_09_10,ELECTIVE,"Elective",ELT_COORD_A,"Elective Coordinator A",Block-17-Multi-17,Multi-Purpose,Elective,A,2,campus-17-class
SEC36,Thu,09:10,Thu_09_10,ELECTIVE,"Elective",ELT_COORD_A,"Elective Coordinator A",Block-17-Multi-17,Multi-Purpose,Elective,A,2,campus-17-class
SEC36,Fri,09:10,Fri_09_10,ELECTIVE,"Elective",ELT_COORD_A,"Elective Coordinator A",Block-17-Multi-17,Multi-Purpose,Elective,A,2,campus-17-class
SEC36,Mon,10:11,Mon_10_11,A012,"Chem. Lab",T103,"Prof_D",Block-A-Lab-01,Lab,LAB,A,1,a-dl-lab
SEC36,Mon,11:12,Mon_11_12,A002,"Chem",T100,"Prof_A",Block-17-Room-17,Classroom,THEORY,A,3,campus-17-class
SEC36,Mon,12:01,Mon_12_01,A005,"E.Mech",T172,"Prof_CU",Block-17-Room-17,Classroom,THEORY,A,2,campus-17-class
SEC36,Mon,02:03,Mon_02_03,A003,"Eng.",T101,"Prof_B",Block-17-Room-17,Classroom,THEORY,A,2,campus-17-class
SEC36,Mon,03:04,Mon_03_04,A001,"T&NM",T181,"Prof_DD",Block-17-Room-17,Classroom,THEORY,A,4,campus-17-class
SEC36,Tue,10:11,Tue_10_11,A007,"  BEtc ./E.Mech. Lab",T165,"Prof_CN",Block-A-Lab-06,Lab,LAB,A,1,a-dl-lab
SEC36,Tue,11:12,Tue_11_12,A008,"Engg. Lab",T104,"Prof_E",Block-A-Lab-07,Lab,LAB,A,1,a-dl-lab
SEC36,Tue,12:01,Tue_12_01,A006,"BEE",T102,"Prof_C",Block-17-Room-17,Classroom,THEORY,A,2,campus-17-class
SEC36,Tue,02:03,Tue_02_03,A002,"Chem",T100,"Prof_A",Block-17-Room-17,Classroom,THEORY,A,3,campus-17-class
SEC36,Tue,03:04,Tue_03_04,A009,"Workshop",T104,"Prof_E",Block-A-Lab-10,Lab,LAB,A,1,a-dl-lab
SEC36,Wed,10:11,Wed_10_11,A001,"T&NM",T108,"Prof_I",Block-17-Room-17,Classroom,THEORY,A,4,campus-17-class
SEC36,Wed,11:12,Wed_11_12,A005,"E.Mech",T104,"Prof_E",Block-17-Room-17,Classroom,THEORY,A,2,campus-17-class
SEC36,Wed,12:01,Wed_12_01,A011,"Comm. Lab",T176,"Prof_CY",Block-A-Lab-03,Lab,LAB,A,1,a-dl-lab
SEC36,Wed,02:03,Wed_02_03,A010,"SY",T175,"Prof_CX",Block-A-Lab-04,Lab,LAB,A,1,a-dl-lab
SEC36,Wed,03:04,Wed_03_04,A001,"T&NM",T108,"Prof_I",Block-17-Room-17,Classroom,THEORY,A,4,campus-17-class
SEC36,Thu,10:11,Thu_10_11,A001,"T&NM",T108,"Prof_I",Block-17-Room-17,Classroom,THEORY,A,4,campus-17-class
SEC36,Thu,11:12,Thu_11_12,A004,"B. Etc.",T102,"Prof_C",Block-17-Room-17,Classroom,THEORY,A,2,campus-17-class
SEC36,Thu,12:01,Thu_12_01,A006,"BEE",T102,"Prof_C",Block-17-Room-17,Classroom,THEORY,A,2,campus-17-class
SEC36,Thu,02:03,Thu_02_03,A003,"Eng.",T101,"Prof_B",Block-17-Room-17,Classroom,THEORY,A,2,campus-17-class
SEC36,Thu,03:04,Thu_03_04,A004,"B. Etc.",T195,"Prof_DR",Block-17-Room-17,Classroom,THEORY,A,2,campus-17-class
SEC36,Fri,10:11,Fri_10_11,A002,"Chem",T100,"Prof_A",Block-17-Room-17,Classroom,THEORY,A,3,campus-17-class
SEC37,Mon,09:10,Mon_09_10,ELECTIVE,"Elective",ELT_COORD_B,"Elective Coordinator B",Block-8-Multi-18,Multi-Purpose,Elective,B,2,campus-8class
SEC37,Tue,09:10,Tue_09_10,ELECTIVE,"Elective",ELT_COORD_B,"Elective Coordinator B",Block-8-Multi-18,Multi-Purpose,Elective,B,2,campus-8class
SEC37,Wed,09:10,Wed_09_10,ELECTIVE,"Elective",ELT_COORD_B,"Elective Coordinator B",Block-8-Multi-18,Multi-Purpose,Elective,B,2,campus-8class
SEC37,Thu,09:10,Thu_09_10,ELECTIVE,"Elective",ELT_COORD_B,"Elective Coordinator B",Block-8-Multi-18,Multi-Purpose,Elective,B,2,campus-8class
SEC37,Fri,09:10,Fri_09_10,ELECTIVE,"Elective",ELT_COORD_B,"Elective Coordinator B",Block-8-Multi-18,Multi-Purpose,Elective,B,2,campus-8class
SEC37,Mon,10:11,Mon_10_11,B007,"PL(T) & Prog. Lab",T109,"Prof_J",Block-B-Lab-01,Lab,LAB,B,2,b-wl-lab
SEC37,Mon,11:12,Mon_11_12,B006,"ED&Graphics.",T154,"Prof_CC",Block-B-Lab-02,Lab,LAB,B,1,b-wl-lab
SEC37,Mon,12:01,Mon_12_01,B001,"T&NM",T108,"Prof_I",Block-8-Room-18,Classroom,THEORY,B,4,campus-8class
SEC37,Mon,02:03,Mon_02_03,B003,"Sc.LS.",T114,"Prof_O",Block-8-Room-18,Classroom,THEORY,B,2,campus-8class
SEC37,Mon,03:04,Mon_03_04,B001,"T&NM",T108,"Prof_I",Block-8-Room-18,Classroom,THEORY,B,4,campus-8class
SEC37,Tue,10:11,Tue_10_11,B003,"Sc.LS.",T114,"Prof_O",Block-8-Room-18,Classroom,THEORY,B,2,campus-8class
SEC37,Tue,11:12,Tue_11_12,B002,"Phy.",T110,"Prof_K",Block-8-Room-18,Classroom,THEORY,B,3,campus-8class
SEC37,Tue,12:01,Tue_12_01,B001,"T&NM",T108,"Prof_I",Block-8-Room-18,Classroom,THEORY,B,4,campus-8class
SEC37,Tue,02:03,Tue_02_03,B002,"Phy.",T197,"Prof_DT",Block-8-Room-18,Classroom,THEORY,B,3,campus-8class
SEC37,Tue,03:04,Tue_03_04,B005," Phy. Lab",T176,"Prof_CY",Block-B-Lab-10,Lab,LAB,B,1,b-wl-lab
SEC37,Wed,10:11,Wed_10_11,B007,"PL(T) & Prog. Lab",T119,"Prof_T",Block-B-Lab-01,Lab,LAB,B,2,b-wl-lab
SEC37,Wed,11:12,Wed_11_12,B004,"EVS",T125,"Prof_Z",Block-8-Room-18,Classroom,THEORY,B,2,campus-8class
SEC37,Wed,12:01,Wed_12_01,B004,"EVS",T116,"Prof_Q",Block-8-Room-18,Classroom,THEORY,B,2,campus-8class
SEC37,Wed,02:03,Wed_02_03,B001,"T&NM",T108,"Prof_I",Block-8-Room-18,Classroom,THEORY,B,4,campus-8class
SEC37,Wed,03:04,Wed_03_04,B002,"Phy.",T110,"Prof_K",Block-8-Room-18,Classroom,THEORY,B,3,campus-8class
SEC38,Mon,09:10,Mon_09_10,ELECTIVE,"Elective",ELT_COORD_B,"Elective Coordinator B",Block-8-Multi-19,Multi-Purpose,Elective,B,2,campus-8class
SEC38,Tue,09:10,Tue_09_10,ELECTIVE,"Elective",ELT_COORD_B,"Elective Coordinator B",Block-8-Multi-19,Multi-Purpose,Elective,B,2,campus-8class
SEC38,Wed,09:10,Wed_09_10,ELECTIVE,"Elective",ELT_COORD_B,"Elective Coordinator B",Block-8-Multi-19,Multi-Purpose,Elective,B,2,campus-8class
SEC38,Thu,09:10,Thu_09_10,ELECTIVE,"Elective",ELT_COORD_B,"Elective Coordinator B",Block-8-Multi-19,Multi-Purpose,Elective,B,2,campus-8class
SEC38,Fri,09:10,Fri_09_10,ELECTIVE,"Elective",ELT_COORD_B,"Elective Coordinator B",Block-8-Multi-19,Multi-Purpose,Elective,B,2,campus-8class
SEC38,Mon,10:11,Mon_10_11,B002,"Phy.",T172,"Prof_CU",Block-8-Room-19,Classroom,THEORY,B,3,campus-8class
SEC38,Mon,11:12,Mon_11_12,B001,"T&NM",T108,"Prof_I",Block-8-Room-19,Classroom,THEORY,B,4,campus-8class
SEC38,Mon,12:01,Mon_12_01,B002,"Phy.",T194,"Prof_DQ",Block-8-Room-19,Classroom,THEORY,B,3,campus-8class
SEC38,Mon,02:03,Mon_02_03,B004,"EVS",T111,"Prof_L",Block-8-Room-19,Classroom,THEORY,B,2,campus-8class
SEC38,Mon,03:04,Mon_03_04,B007,"PL(T) & Prog. Lab",T110,"Prof_K",Block-C-Lab-05,Lab,LAB,B,2,c-wl-lab
SEC38,Tue,10:11,Tue_10_11,B005," Phy. Lab",T189,"Prof_DL",Block-C-Lab-06,Lab,LAB,B,1,c-wl-lab
SEC38,Tue,11:12,Tue_11_12,B007,"PL(T) & Prog. Lab",T199,"Prof_DV",Block-C-Lab-07,Lab,LAB,B,2,c-wl-lab
SEC38,Tue,12:01,Tue_12_01,B001,"T&NM",T108,"Prof_I",Block-8-Room-19,Classroom,THEORY,B,4,campus-8class
SEC38,Tue,02:03,Tue_02_03,B003,"Sc.LS.",T114,"Prof_O",Block-8-Room-19,Classroom,THEORY,B,2,campus-8class
SEC38,Tue,03:04,Tue_03_04,B001,"T&NM",T192,"Prof_DO",Block-8-Room-19,Classroom,THEORY,B,4,campus-8class
SEC38,Wed,10:11,Wed_10_11,B006,"ED&Graphics.",T113,"Prof_N",Block-C-Lab-01,Lab,LAB,B,1,c-wl-lab
SEC38,Wed,11:12,Wed_11_12,B004,"EVS",T177,"Prof_CZ",Block-8-Room-19,Classroom,THEORY,B,2,campus-8class
SEC38,Wed,12:01,Wed_12_01,B002,"Phy.",T110,"Prof_K",Block-8-Room-19,Classroom,THEORY,B,3,campus-8class
SEC38,Wed,02:03,Wed_02_03,B001,"T&NM",T108,"Prof_I",Block-8-Room-19,Classroom,THEORY,B,4,campus-8class
SEC38,Wed,03:04,Wed_03_04,B003,"Sc.LS.",T114,"Prof_O",Block-8-Room-19,Classroom,THEORY,B,2,campus-8class
SEC39,Mon,09:10,Mon_09_10,ELECTIVE,"Elective",ELT_COORD_B,"Elective Coordinator B",Block-8-Multi-20,Multi-Purpose,Elective,B,2,campus-8class
SEC39,Tue,09:10,Tue_09_10,ELECTIVE,"Elective",ELT_COORD_B,"Elective Coordinator B",Block-8-Multi-20,Multi-Purpose,Elective,B,2,campus-8class
SEC39,Wed,09:10,Wed_09_10,ELECTIVE,"Elective",ELT_COORD_B,"Elective Coordinator B",Block-8-Multi-20,Multi-Purpose,Elective,B,2,campus-8class
SEC39,Thu,09:10,Thu_09_10,ELECTIVE,"Elective",ELT_COORD_B,"Elective Coordinator B",Block-8-Multi-20,Multi-Purpose,Elective,B,2,campus-8class
SEC39,Fri,09:10,Fri_09_10,ELECTIVE,"Elective",ELT_COORD_B,"Elective Coordinator B",Block-8-Multi-20,Multi-Purpose,Elective,B,2,campus-8class
SEC39,Mon,10:11,Mon_10_11,B007,"PL(T) & Prog. Lab",T109,"Prof_J",Block-LAB-Lab-01,Lab,LAB,B,2,lab-cam-3-lab
SEC39,Mon,11:12,Mon_11_12,B007,"PL(T) & Prog. Lab",T109,"Prof_J",Block-LAB-Lab-02,Lab,LAB,B,2,lab-cam-3-lab
SEC39,Mon,12:01,Mon_12_01,B003,"Sc.LS.",T114,"Prof_O",Block-8-Room-20,Classroom,THEORY,B,2,campus-8class
SEC39,Mon,02:03,Mon_02_03,B001,"T&NM",T179,"Prof_DB",Block-8-Room-20,Classroom,THEORY,B,4,campus-8class
SEC39,Mon,03:04,Mon_03_04,B002,"Phy.",T110,"Prof_K",Block-8-Room-20,Classroom,THEORY,B,3,campus-8class
SEC39,Tue,10:11,Tue_10_11,B001,"T&NM",T108,"Prof_I",Block-8-Room-20,Classroom,THEORY,B,4,campus-8class
SEC39,Tue,11:12,Tue_11_12,B004,"EVS",T147,"Prof_BV",Block-8-Room-20,Classroom,THEORY,B,2,campus-8class
SEC39,Tue,12:01,Tue_12_01,B002,"Phy.",T196,"Prof_DS",Block-8-Room-20,Classroom,THEORY,B,3,campus-8class
SEC39,Tue,02:03,Tue_02_03,B005," Phy. Lab",T151,"Prof_BZ",Block-LAB-Lab-09,Lab,LAB,B,1,lab-cam-3-lab
SEC39,Tue,03:04,Tue_03_04,B003,"Sc.LS.",T164,"Prof_CM",Block-8-Room-20,Classroom,THEORY,B,2,campus-8class
SEC39,Wed,10:11,Wed_10_11,B001,"T&NM",T108,"Prof_I",Block-8-Room-20,Classroom,THEORY,B,4,campus-8class
SEC39,Wed,11:12,Wed_11_12,B006,"ED&Graphics.",T113,"Prof_N",Block-LAB-Lab-02,Lab,LAB,B,1,lab-cam-3-lab
SEC39,Wed,12:01,Wed_12_01,B004,"EVS",T165,"Prof_CN",Block-8-Room-20,Classroom,THEORY,B,2,campus-8class
SEC39,Wed,02:03,Wed_02_03,B001,"T&NM",T108,"Prof_I",Block-8-Room-20,Classroom,THEORY,B,4,campus-8class
SEC39,Wed,03:04,Wed_03_04,B002,"Phy.",T110,"Prof_K",Block-8-Room-20,Classroom,THEORY,B,3,campus-8class
SEC40,Mon,09:10,Mon_09_10,ELECTIVE,"Elective",ELT_COORD_B,"Elective Coordinator B",Block-8-Multi-01,Multi-Purpose,Elective,B,2,campus-8class
SEC40,Tue,09:10,Tue_09_10,ELECTIVE,"Elective",ELT_COORD_B,"Elective Coordinator B",Block-8-Multi-01,Multi-Purpose,Elective,B,2,campus-8class
SEC40,Wed,09:10,Wed_09_10,ELECTIVE,"Elective",ELT_COORD_B,"Elective Coordinator B",Block-8-Multi-01,Multi-Purpose,Elective,B,2,campus-8class
SEC40,Thu,09:10,Thu_09_10,ELECTIVE,"Elective",ELT_COORD_B,"Elective Coordinator B",Block-8-Multi-01,Multi-Purpose,Elective,B,2,campus-8class
SEC40,Fri,09:10,Fri_09_10,ELECTIVE,"Elective",ELT_COORD_B,"Elective Coordinator B",Block-8-Multi-01,Multi-Purpose,Elective,B,2,campus-8class
SEC40,Mon,10:11,Mon_10_11,B002,"Phy.",T194,"Prof_DQ",Block-8-Room-01,Classroom,THEORY,B,3,campus-8class
SEC40,Mon,11:12,Mon_11_12,B001,"T&NM",T108,"Prof_I",Block-8-Room-01,Classroom,THEORY,B,4,campus-8class
SEC40,Mon,12:01,Mon_12_01,B003,"Sc.LS.",T114,"Prof_O",Block-8-Room-01,Classroom,THEORY,B,2,campus-8class
SEC40,Mon,02:03,Mon_02_03,B001,"T&NM",T185,"Prof_DH",Block-8-Room-01,Classroom,THEORY,B,4,campus-8class
SEC40,Mon,03:04,Mon_03_04,B003,"Sc.LS.",T114,"Prof_O",Block-8-Room-01,Classroom,THEORY,B,2,campus-8class
